sample,cold_reduction_percent,true_strain,work_hardening_rate_MPa
6.48 Y-1,14.3053,0.0685,289.288
6.48 Y-1,14.3053,0.06875,290.02655
6.48 Y-1,14.3053,0.069,290.97171
6.48 Y-1,14.3053,0.06925,292.99087
6.48 Y-1,14.3053,0.0695,295.01532
6.48 Y-1,14.3053,0.06975,297.09304
6.48 Y-1,14.3053,0.07,299.33634
6.48 Y-1,14.3053,0.07025,299.13826
6.48 Y-1,14.3053,0.0705,297.23536
6.48 Y-1,14.3053,0.07075,294.35784
6.48 Y-1,14.3053,0.071,291.10825
6.48 Y-1,14.3053,0.07125,286.67604
6.48 Y-1,14.3053,0.0715,280.84462
6.48 Y-1,14.3053,0.07175,274.09372
6.48 Y-1,14.3053,0.072,266.25618
6.48 Y-1,14.3053,0.07225,258.11116
6.48 Y-1,14.3053,0.0725,250.99272
6.48 Y-1,14.3053,0.07275,243.34157
6.48 Y-1,14.3053,0.073,236.69861
6.48 Y-1,14.3053,0.07325,230.28025
6.48 Y-1,14.3053,0.0735,224.27387
6.48 Y-1,14.3053,0.07375,218.3554
6.48 Y-1,14.3053,0.074,213.77737
6.48 Y-1,14.3053,0.07425,210.47477
6.48 Y-1,14.3053,0.0745,206.76919
6.48 Y-1,14.3053,0.07475,204.20669
6.48 Y-1,14.3053,0.075,202.48971
6.48 Y-1,14.3053,0.07525,200.62412
6.48 Y-1,14.3053,0.0755,200.01037
6.48 Y-1,14.3053,0.07575,199.5864
6.48 Y-1,14.3053,0.076,198.32755
6.48 Y-1,14.3053,0.07625,196.57752
6.48 Y-1,14.3053,0.0765,194.59122
6.48 Y-1,14.3053,0.07675,191.90944
6.48 Y-1,14.3053,0.077,187.92312
6.48 Y-1,14.3053,0.07725,184.21877
6.48 Y-1,14.3053,0.0775,179.52842
6.48 Y-1,14.3053,0.07775,173.82511
6.48 Y-1,14.3053,0.078,167.1357
6.48 Y-1,14.3053,0.07825,159.99232
6.48 Y-1,14.3053,0.0785,154.40361
6.48 Y-1,14.3053,0.07875,148.89486
6.48 Y-1,14.3053,0.079,144.28204
6.48 Y-1,14.3053,0.07925,139.1028
6.48 Y-1,14.3053,0.0795,133.32325
6.48 Y-1,14.3053,0.07975,129.29542
6.48 Y-1,14.3053,0.08,126.7687
6.48 Y-1,14.3053,0.08025,125.18467
6.48 Y-1,14.3053,0.0805,123.97835
6.48 Y-1,14.3053,0.08075,122.93492
6.48 Y-1,14.3053,0.081,122.591
6.48 Y-1,14.3053,0.08125,121.8548
6.48 Y-1,14.3053,0.0815,121.51112
6.48 Y-1,14.3053,0.08175,121.44187
6.48 Y-1,14.3053,0.082,122.15238
6.48 Y-1,14.3053,0.08225,123.1471
6.48 Y-1,14.3053,0.0825,123.23513
6.48 Y-1,14.3053,0.08275,122.30039
6.48 Y-1,14.3053,0.083,119.89963
6.48 Y-1,14.3053,0.08325,118.66645
6.48 Y-1,14.3053,0.0835,117.67288
6.48 Y-1,14.3053,0.08375,115.68183
6.48 Y-1,14.3053,0.084,113.2258
6.48 Y-1,14.3053,0.08425,110.74614
6.48 Y-1,14.3053,0.0845,107.46794
6.48 Y-1,14.3053,0.08475,104.08593
6.48 Y-1,14.3053,0.085,100.67983
6.48 Y-1,14.3053,0.08525,96.742121
6.48 Y-1,14.3053,0.0855,92.327109
6.48 Y-1,14.3053,0.08575,88.670084
6.48 Y-1,14.3053,0.086,83.528331
6.48 Y-1,14.3053,0.08625,78.644893
6.48 Y-1,14.3053,0.0865,74.38029
6.48 Y-1,14.3053,0.08675,69.217576
6.48 Y-1,14.3053,0.087,64.38212
6.48 Y-1,14.3053,0.08725,60.129872
6.48 Y-1,14.3053,0.0875,55.659355
6.48 Y-1,14.3053,0.08775,50.651364
6.48 Y-1,14.3053,0.088,45.309814
6.48 Y-1,14.3053,0.08825,39.341655
6.48 Y-1,14.3053,0.0885,32.543763
6.48 Y-1,14.3053,0.08875,25.424175
6.48 Y-1,14.3053,0.089,17.969108
6.48 Y-1,14.3053,0.08925,10.051203
6.48 Y-1,14.3053,0.0895,2.713453
6.48 Y-1,14.3053,0.08975,0
6.48 Y-1,14.3053,0.09,0
6.48 Y-1,14.3053,0.09025,0
6.48 Y-1,14.3053,0.0905,0
6.48 Y-1,14.3053,0.09075,0
6.48 Y-1,14.3053,0.091,0
6.48 Y-1,14.3053,0.09125,0
6.48 Y-1,14.3053,0.0915,0
6.48 Y-1,14.3053,0.09175,0
6.48 Y-1,14.3053,0.092,0
6.48 Y-1,14.3053,0.09225,0
6.48 Y-1,14.3053,0.0925,0
6.48 Y-1,14.3053,0.09275,0
6.48 Y-1,14.3053,0.093,0
6.48 Y-1,14.3053,0.09325,0
6.48 Y-1,14.3053,0.0935,0
6.48 Y-1,14.3053,0.09375,0
6.48 Y-1,14.3053,0.094,0
6.48 Y-1,14.3053,0.09425,0
6.48 Y-1,14.3053,0.0945,0
6.48 Y-1,14.3053,0.09475,0
6.48 Y-1,14.3053,0.095,0
6.48 Y-1,14.3053,0.09525,0
6.48 Y-1,14.3053,0.0955,0
6.48 Y-1,14.3053,0.09575,0
6.48 Y-1,14.3053,0.096,0
6.48 Y-1,14.3053,0.09625,0
6.48 Y-1,14.3053,0.0965,0
6.48 Y-1,14.3053,0.09675,0
6.48 Y-1,14.3053,0.097,0
6.48 Y-1,14.3053,0.09725,0
6.48 Y-1,14.3053,0.0975,0
6.48 Y-1,14.3053,0.09775,0
6.48 Y-1,14.3053,0.098,0
6.48 Y-1,14.3053,0.09825,0
6.48 Y-1,14.3053,0.0985,0
6.48 Y-1,14.3053,0.09875,0
6.48 Y-1,14.3053,0.099,0
6.48 Y-1,14.3053,0.09925,0
6.48 Y-1,14.3053,0.0995,0
6.48 Y-1,14.3053,0.09975,0
6.48 Y-1,14.3053,0.1,0
6.48 Y-1,14.3053,0.10025,0
6.48 Y-1,14.3053,0.1005,0
6.48 Y-1,14.3053,0.10075,0
6.48 Y-1,14.3053,0.101,0
6.48 Y-1,14.3053,0.10125,0
6.48 Y-1,14.3053,0.1015,0
6.48 Y-1,14.3053,0.10175,0
6.48 Y-1,14.3053,0.102,0
6.48 Y-1,14.3053,0.10225,0
6.48 Y-1,14.3053,0.1025,0
6.48 Y-1,14.3053,0.10275,0
6.48 Y-1,14.3053,0.103,0
6.48 Y-1,14.3053,0.10325,0
6.48 Y-1,14.3053,0.1035,0
6.48 Y-1,14.3053,0.10375,0
6.48 Y-1,14.3053,0.104,0
6.48 Y-1,14.3053,0.10425,0
6.48 Y-1,14.3053,0.1045,0
6.48 Y-1,14.3053,0.10475,0
6.48 Y-1,14.3053,0.105,0
6.48 Y-1,14.3053,0.10525,0
6.48 Y-1,14.3053,0.1055,0
6.48 Y-1,14.3053,0.10575,0
6.48 Y-1,14.3053,0.106,0
6.48 Y-1,14.3053,0.10625,0
6.48 Y-1,14.3053,0.1065,0
6.48 Y-1,14.3053,0.10675,0
6.48 Y-1,14.3053,0.107,0
6.48 Y-1,14.3053,0.10725,0
6.48 Y-1,14.3053,0.1075,0
6.48 Y-1,14.3053,0.10775,0
6.48 Y-1,14.3053,0.108,0
6.48 Y-1,14.3053,0.10825,0
6.48 Y-1,14.3053,0.1085,0
6.48 Y-1,14.3053,0.10875,0
6.48 Y-1,14.3053,0.109,0
6.48 Y-1,14.3053,0.10925,0
6.48 Y-1,14.3053,0.1095,0
6.48 Y-1,14.3053,0.10975,0
6.48 Y-1,14.3053,0.11,0
6.48 Y-1,14.3053,0.11025,0
6.48 Y-1,14.3053,0.1105,0
6.48 Y-1,14.3053,0.11075,0
6.48 Y-1,14.3053,0.111,0
6.48 Y-1,14.3053,0.11125,0
6.48 Y-1,14.3053,0.1115,0
6.48 Y-1,14.3053,0.11175,0
6.48 Y-1,14.3053,0.112,0
6.48 Y-1,14.3053,0.11225,0
6.48 Y-1,14.3053,0.1125,0
6.48 Y-1,14.3053,0.11275,0
6.48 Y-1,14.3053,0.113,0
6.48 Y-1,14.3053,0.11325,0
6.48 Y-1,14.3053,0.1135,0
6.48 Y-1,14.3053,0.11375,0
6.48 Y-1,14.3053,0.114,0
6.48 Y-1,14.3053,0.11425,0
6.48 Y-1,14.3053,0.1145,0
6.48 Y-1,14.3053,0.11475,0
6.48 Y-1,14.3053,0.115,0
6.48 Y-1,14.3053,0.11525,0
6.48 Y-1,14.3053,0.1155,0
6.48 Y-1,14.3053,0.11575,0
6.48 Y-1,14.3053,0.116,0
6.48 Y-1,14.3053,0.11625,0
6.48 Y-1,14.3053,0.1165,0
6.48 Y-1,14.3053,0.11675,0
6.48 Y-1,14.3053,0.117,0
6.48 Y-1,14.3053,0.11725,0
6.48 Y-1,14.3053,0.1175,0
6.48 Y-1,14.3053,0.11775,0
6.48 Y-1,14.3053,0.118,0
6.48 Y-1,14.3053,0.11825,0
6.48 Y-1,14.3053,0.1185,0
6.48 Y-1,14.3053,0.11875,0
6.48 Y-1,14.3053,0.119,0
6.48 Y-1,14.3053,0.11925,0
6.48 Y-1,14.3053,0.1195,0
6.48 Y-1,14.3053,0.11975,0
6.48 Y-1,14.3053,0.12,0
6.48 Y-1,14.3053,0.12025,0
6.48 Y-1,14.3053,0.1205,0
6.48 Y-1,14.3053,0.12075,0
6.48 Y-1,14.3053,0.121,0
6.48 Y-1,14.3053,0.12125,0
6.48 Y-1,14.3053,0.1215,0
6.48 Y-1,14.3053,0.12175,0
6.48 Y-1,14.3053,0.122,0
6.48 Y-1,14.3053,0.12225,0
6.48 Y-1,14.3053,0.1225,0
6.48 Y-1,14.3053,0.12275,0
6.48 Y-1,14.3053,0.123,0
6.48 Y-1,14.3053,0.12325,0
6.48 Y-1,14.3053,0.1235,0
6.48 Y-1,14.3053,0.12375,0
6.48 Y-1,14.3053,0.124,0
6.48 Y-1,14.3053,0.12425,0
6.48 Y-1,14.3053,0.1245,0
6.48 Y-1,14.3053,0.12475,0
6.48 Y-1,14.3053,0.125,0
6.48 Y-1,14.3053,0.12525,0
6.48 Y-1,14.3053,0.1255,0
6.48 Y-1,14.3053,0.12575,0
6.48 Y-1,14.3053,0.126,0
6.48 Y-1,14.3053,0.12625,0
6.48 Y-1,14.3053,0.1265,0
6.48 Y-1,14.3053,0.12675,0
6.48 Y-1,14.3053,0.127,0
6.48 Y-1,14.3053,0.12725,0
6.48 Y-1,14.3053,0.1275,0
6.48 Y-1,14.3053,0.12775,0
6.48 Y-1,14.3053,0.128,0
6.48 Y-1,14.3053,0.12825,0
6.48 Y-1,14.3053,0.1285,0
6.48 Y-1,14.3053,0.12875,0
6.48 Y-1,14.3053,0.129,0
6.48 Y-1,14.3053,0.12925,0
6.48 Y-1,14.3053,0.1295,0
6.48 Y-1,14.3053,0.12975,0
6.48 Y-1,14.3053,0.13,0
6.48 Y-1,14.3053,0.13025,0
6.48 Y-1,14.3053,0.1305,0
6.48 Y-1,14.3053,0.13075,0
6.48 Y-1,14.3053,0.131,0
6.48 Y-1,14.3053,0.13125,0
6.48 Y-1,14.3053,0.1315,0
6.48 Y-1,14.3053,0.13175,0
6.48 Y-1,14.3053,0.132,0
6.48 Y-1,14.3053,0.13225,0
6.48 Y-1,14.3053,0.1325,0
6.02 Y-1,26.04,0.01,4256.9409
6.02 Y-1,26.04,0.01025,4133.6641
6.02 Y-1,26.04,0.0105,4005.4074
6.02 Y-1,26.04,0.01075,3873.8215
6.02 Y-1,26.04,0.011,3738.2736
6.02 Y-1,26.04,0.01125,5176.9225
6.02 Y-1,26.04,0.0115,4906.5114
6.02 Y-1,26.04,0.01175,4651.1898
6.02 Y-1,26.04,0.012,4409.3854
6.02 Y-1,26.04,0.01225,4180.8258
6.02 Y-1,26.04,0.0125,3964.5732
6.02 Y-1,26.04,0.01275,3371.0229
6.02 Y-1,26.04,0.013,2853.1257
6.02 Y-1,26.04,0.01325,2404.5429
6.02 Y-1,26.04,0.0135,2015.1648
6.02 Y-1,26.04,0.01375,1677.3201
6.02 Y-1,26.04,0.014,1386.0586
6.02 Y-1,26.04,0.01425,1133.0246
6.02 Y-1,26.04,0.0145,913.42941
6.02 Y-1,26.04,0.01475,724.24814
6.02 Y-1,26.04,0.015,561.78222
6.02 Y-1,26.04,0.01525,419.28365
6.02 Y-1,26.04,0.0155,297.98529
6.02 Y-1,26.04,0.01575,195.33603
6.02 Y-1,26.04,0.016,108.10827
6.02 Y-1,26.04,0.01625,32.811671
6.02 Y-1,26.04,0.0165,0
6.02 Y-1,26.04,0.01675,0
6.02 Y-1,26.04,0.017,0
6.02 Y-1,26.04,0.01725,0
6.02 Y-1,26.04,0.0175,0
6.02 Y-1,26.04,0.01775,0
6.02 Y-1,26.04,0.018,0
6.02 Y-1,26.04,0.01825,0
6.02 Y-1,26.04,0.0185,0
6.02 Y-1,26.04,0.01875,0
6.02 Y-1,26.04,0.019,0
6.02 Y-1,26.04,0.01925,0
6.02 Y-1,26.04,0.0195,0
6.02 Y-1,26.04,0.01975,0
6.02 Y-1,26.04,0.02,0
6.02 Y-1,26.04,0.02025,0
6.02 Y-1,26.04,0.0205,0
6.02 Y-1,26.04,0.02075,0
6.02 Y-1,26.04,0.021,0
6.02 Y-1,26.04,0.02125,20.64275
6.02 Y-1,26.04,0.0215,55.306279
6.02 Y-1,26.04,0.02175,90.985166
6.02 Y-1,26.04,0.022,123.26103
6.02 Y-1,26.04,0.02225,152.5489
6.02 Y-1,26.04,0.0225,181.16009
6.02 Y-1,26.04,0.02275,205.75769
6.02 Y-1,26.04,0.023,225.14089
6.02 Y-1,26.04,0.02325,240.80329
6.02 Y-1,26.04,0.0235,252.86176
6.02 Y-1,26.04,0.02375,262.29776
6.02 Y-1,26.04,0.024,268.07089
6.02 Y-1,26.04,0.02425,269.78216
6.02 Y-1,26.04,0.0245,266.86999
6.02 Y-1,26.04,0.02475,264.40275
6.02 Y-1,26.04,0.025,261.2179
6.02 Y-1,26.04,0.02525,258.39892
6.02 Y-1,26.04,0.0255,256.57971
6.02 Y-1,26.04,0.02575,254.39632
6.02 Y-1,26.04,0.026,251.93264
6.02 Y-1,26.04,0.02625,250.33244
6.02 Y-1,26.04,0.0265,248.42047
6.02 Y-1,26.04,0.02675,247.10406
6.02 Y-1,26.04,0.027,248.01674
6.02 Y-1,26.04,0.02725,248.14669
6.02 Y-1,26.04,0.0275,248.04057
6.02 Y-1,26.04,0.02775,248.34851
6.02 Y-1,26.04,0.028,246.47408
6.02 Y-1,26.04,0.02825,246.3558
6.02 Y-1,26.04,0.0285,247.16978
6.02 Y-1,26.04,0.02875,246.28377
6.02 Y-1,26.04,0.029,245.75034
6.02 Y-1,26.04,0.02925,243.45905
6.02 Y-1,26.04,0.0295,240.40563
6.02 Y-1,26.04,0.02975,238.47967
6.02 Y-1,26.04,0.03,236.96557
6.02 Y-1,26.04,0.03025,233.30071
6.02 Y-1,26.04,0.0305,230.24172
6.02 Y-1,26.04,0.03075,226.16163
6.02 Y-1,26.04,0.031,220.73205
6.02 Y-1,26.04,0.03125,217.56551
6.02 Y-1,26.04,0.0315,214.55827
6.02 Y-1,26.04,0.03175,211.79163
6.02 Y-1,26.04,0.032,211.85528
6.02 Y-1,26.04,0.03225,210.35123
6.02 Y-1,26.04,0.0325,208.52136
6.02 Y-1,26.04,0.03275,209.18499
6.02 Y-1,26.04,0.033,210.50962
6.02 Y-1,26.04,0.03325,213.18346
6.02 Y-1,26.04,0.0335,217.32327
6.02 Y-1,26.04,0.03375,218.73661
6.02 Y-1,26.04,0.034,220.0483
6.02 Y-1,26.04,0.03425,222.34188
6.02 Y-1,26.04,0.0345,222.67465
6.02 Y-1,26.04,0.03475,223.44536
6.02 Y-1,26.04,0.035,224.15031
6.02 Y-1,26.04,0.03525,222.12872
6.02 Y-1,26.04,0.0355,219.57911
6.02 Y-1,26.04,0.03575,216.14307
6.02 Y-1,26.04,0.036,210.557
6.02 Y-1,26.04,0.03625,206.27206
6.02 Y-1,26.04,0.0365,202.80808
6.02 Y-1,26.04,0.03675,196.01701
6.02 Y-1,26.04,0.037,189.67845
6.02 Y-1,26.04,0.03725,182.87861
6.02 Y-1,26.04,0.0375,174.62911
6.02 Y-1,26.04,0.03775,169.97731
6.02 Y-1,26.04,0.038,165.88111
6.02 Y-1,26.04,0.03825,160.67968
6.02 Y-1,26.04,0.0385,157.89149
6.02 Y-1,26.04,0.03875,155.94324
6.02 Y-1,26.04,0.039,154.35483
6.02 Y-1,26.04,0.03925,156.30825
6.02 Y-1,26.04,0.0395,159.0679
6.02 Y-1,26.04,0.03975,161.27268
6.02 Y-1,26.04,0.04,165.77123
6.02 Y-1,26.04,0.04025,169.68652
6.02 Y-1,26.04,0.0405,171.77419
6.02 Y-1,26.04,0.04075,176.56581
6.02 Y-1,26.04,0.041,180.79479
6.02 Y-1,26.04,0.04125,184.7575
6.02 Y-1,26.04,0.0415,190.00341
6.02 Y-1,26.04,0.04175,192.1566
6.02 Y-1,26.04,0.042,191.90051
6.02 Y-1,26.04,0.04225,193.05992
6.02 Y-1,26.04,0.0425,194.0568
6.02 Y-1,26.04,0.04275,194.39916
6.02 Y-1,26.04,0.043,195.63817
6.02 Y-1,26.04,0.04325,194.30998
6.02 Y-1,26.04,0.0435,191.10751
6.02 Y-1,26.04,0.04375,189.03447
6.02 Y-1,26.04,0.044,185.44638
6.02 Y-1,26.04,0.04425,181.26321
6.02 Y-1,26.04,0.0445,179.68216
6.02 Y-1,26.04,0.04475,177.05636
6.02 Y-1,26.04,0.045,174.24565
6.02 Y-1,26.04,0.04525,172.91692
6.02 Y-1,26.04,0.0455,170.26773
6.02 Y-1,26.04,0.04575,167.97163
6.02 Y-1,26.04,0.046,168.2156
6.02 Y-1,26.04,0.04625,167.84272
6.02 Y-1,26.04,0.0465,166.63818
6.02 Y-1,26.04,0.04675,166.4268
6.02 Y-1,26.04,0.047,164.72803
6.02 Y-1,26.04,0.04725,162.51186
6.02 Y-1,26.04,0.0475,161.89004
6.02 Y-1,26.04,0.04775,160.15471
6.02 Y-1,26.04,0.048,157.18134
6.02 Y-1,26.04,0.04825,155.6287
6.02 Y-1,26.04,0.0485,152.06146
6.02 Y-1,26.04,0.04875,148.66733
6.02 Y-1,26.04,0.049,146.67991
6.02 Y-1,26.04,0.04925,142.32173
6.02 Y-1,26.04,0.0495,137.22242
6.02 Y-1,26.04,0.04975,132.36692
6.02 Y-1,26.04,0.05,125.49603
6.02 Y-1,26.04,0.05025,118.60415
6.02 Y-1,26.04,0.0505,113.3118
6.02 Y-1,26.04,0.05075,106.81485
6.02 Y-1,26.04,0.051,98.872718
6.02 Y-1,26.04,0.05125,92.67444
6.02 Y-1,26.04,0.0515,85.2821
6.02 Y-1,26.04,0.05175,77.257173
6.02 Y-1,26.04,0.052,72.747829
6.02 Y-1,26.04,0.05225,66.886052
6.02 Y-1,26.04,0.0525,60.761284
6.02 Y-1,26.04,0.05275,56.138252
6.02 Y-1,26.04,0.053,50.064971
6.02 Y-1,26.04,0.05325,42.607102
6.02 Y-1,26.04,0.0535,37.111533
6.02 Y-1,26.04,0.05375,31.411427
6.02 Y-1,26.04,0.054,25.703011
6.02 Y-1,26.04,0.05425,21.144558
6.02 Y-1,26.04,0.0545,15.205979
6.02 Y-1,26.04,0.05475,8.3623246
6.02 Y-1,26.04,0.055,4.7819678
6.02 Y-1,26.04,0.05525,0.91037375
6.02 Y-1,26.04,0.0555,0
6.02 Y-1,26.04,0.05575,0
6.02 Y-1,26.04,0.056,0
6.02 Y-1,26.04,0.05625,0
6.02 Y-1,26.04,0.0565,0
6.02 Y-1,26.04,0.05675,0
6.02 Y-1,26.04,0.057,0
6.02 Y-1,26.04,0.05725,0
6.02 Y-1,26.04,0.0575,0
6.02 Y-1,26.04,0.05775,0
6.02 Y-1,26.04,0.058,0
6.02 Y-1,26.04,0.05825,0
6.02 Y-1,26.04,0.0585,0
6.02 Y-1,26.04,0.05875,0
6.02 Y-1,26.04,0.059,0
6.02 Y-1,26.04,0.05925,0
6.02 Y-1,26.04,0.0595,0
6.02 Y-1,26.04,0.05975,0
6.02 Y-1,26.04,0.06,0
6.02 Y-1,26.04,0.06025,0
6.02 Y-1,26.04,0.0605,0
6.02 Y-1,26.04,0.06075,0
6.02 Y-1,26.04,0.061,0
6.02 Y-1,26.04,0.06125,0
6.02 Y-1,26.04,0.0615,0
6.02 Y-1,26.04,0.06175,0
6.02 Y-1,26.04,0.062,0
6.02 Y-1,26.04,0.06225,0
6.02 Y-1,26.04,0.0625,0
6.02 Y-1,26.04,0.06275,0
6.02 Y-1,26.04,0.063,0
6.02 Y-1,26.04,0.06325,0
6.02 Y-1,26.04,0.0635,0
6.02 Y-1,26.04,0.06375,0
6.02 Y-1,26.04,0.064,0
6.02 Y-1,26.04,0.06425,0
6.02 Y-1,26.04,0.0645,0
6.02 Y-1,26.04,0.06475,0
6.02 Y-1,26.04,0.065,0
6.02 Y-1,26.04,0.06525,0
6.02 Y-1,26.04,0.0655,0
6.02 Y-1,26.04,0.06575,0
6.02 Y-1,26.04,0.066,0
6.02 Y-1,26.04,0.06625,0
6.02 Y-1,26.04,0.0665,0
6.02 Y-1,26.04,0.06675,0
6.02 Y-1,26.04,0.067,0
6.02 Y-1,26.04,0.06725,0
6.02 Y-1,26.04,0.0675,0
6.02 Y-1,26.04,0.06775,0
6.02 Y-1,26.04,0.068,0
6.02 Y-1,26.04,0.06825,0
6.02 Y-1,26.04,0.0685,0
6.02 Y-1,26.04,0.06875,0
6.02 Y-1,26.04,0.069,0
6.02 Y-1,26.04,0.06925,0
6.02 Y-1,26.04,0.0695,0
6.02 Y-1,26.04,0.06975,0
6.02 Y-1,26.04,0.07,0
6.02 Y-1,26.04,0.07025,0
6.02 Y-1,26.04,0.0705,0
6.02 Y-1,26.04,0.07075,0
6.02 Y-1,26.04,0.071,0
6.02 Y-1,26.04,0.07125,0
6.02 Y-1,26.04,0.0715,0
6.02 Y-1,26.04,0.07175,0
6.02 Y-1,26.04,0.072,0
6.02 Y-1,26.04,0.07225,0
6.02 Y-1,26.04,0.0725,0
6.02 Y-1,26.04,0.07275,0
6.02 Y-1,26.04,0.073,0
6.02 Y-1,26.04,0.07325,0
6.02 Y-1,26.04,0.0735,0
6.02 Y-1,26.04,0.07375,0
6.02 Y-1,26.04,0.074,0
6.02 Y-1,26.04,0.07425,0
6.02 Y-1,26.04,0.0745,0
6.02 Y-1,26.04,0.07475,0
6.02 Y-1,26.04,0.075,0
6.02 Y-1,26.04,0.07525,0
6.02 Y-1,26.04,0.0755,0
6.02 Y-1,26.04,0.07575,0
6.02 Y-1,26.04,0.076,0
6.02 Y-1,26.04,0.07625,0
6.02 Y-1,26.04,0.0765,0
6.02 Y-1,26.04,0.07675,0
6.02 Y-1,26.04,0.077,0
6.02 Y-1,26.04,0.07725,0
6.02 Y-1,26.04,0.0775,0
6.02 Y-1,26.04,0.07775,0
6.02 Y-1,26.04,0.078,0
6.02 Y-1,26.04,0.07825,0
6.02 Y-1,26.04,0.0785,0
6.02 Y-1,26.04,0.07875,0
6.02 Y-1,26.04,0.079,0
6.02 Y-1,26.04,0.07925,0
6.02 Y-1,26.04,0.0795,0
6.02 Y-1,26.04,0.07975,0
6.02 Y-1,26.04,0.08,0
6.02 Y-1,26.04,0.08025,0
6.02 Y-1,26.04,0.0805,0
6.02 Y-1,26.04,0.08075,0
6.02 Y-1,26.04,0.081,0
6.02 Y-1,26.04,0.08125,0
6.02 Y-1,26.04,0.0815,0
6.02 Y-1,26.04,0.08175,0
6.02 Y-1,26.04,0.082,0
6.02 Y-1,26.04,0.08225,0
6.02 Y-1,26.04,0.0825,0
6.02 Y-1,26.04,0.08275,0
6.02 Y-1,26.04,0.083,0
6.02 Y-1,26.04,0.08325,0
6.02 Y-1,26.04,0.0835,0
6.02 Y-1,26.04,0.08375,0
6.02 Y-1,26.04,0.084,0
6.02 Y-1,26.04,0.08425,0
6.02 Y-1,26.04,0.0845,0
6.02 Y-1,26.04,0.08475,0
6.02 Y-1,26.04,0.085,0
6.02 Y-1,26.04,0.08525,0
6.02 Y-1,26.04,0.0855,0
6.02 Y-1,26.04,0.08575,0
6.02 Y-1,26.04,0.086,0
6.02 Y-1,26.04,0.08625,0
6.02 Y-1,26.04,0.0865,0
6.02 Y-1,26.04,0.08675,0
6.02 Y-1,26.04,0.087,0
6.02 Y-1,26.04,0.08725,0
6.02 Y-1,26.04,0.0875,0
6.02 Y-1,26.04,0.08775,0
6.02 Y-1,26.04,0.088,0
6.02 Y-1,26.04,0.08825,0
6.02 Y-1,26.04,0.0885,0
6.02 Y-1,26.04,0.08875,0
6.02 Y-1,26.04,0.089,0
6.02 Y-1,26.04,0.08925,0
6.02 Y-1,26.04,0.0895,0
6.02 Y-1,26.04,0.08975,0
6.02 Y-1,26.04,0.09,0
6.02 Y-1,26.04,0.09025,0
6.02 Y-1,26.04,0.0905,0
6.02 Y-1,26.04,0.09075,0
6.02 Y-1,26.04,0.091,0
6.02 Y-1,26.04,0.09125,0
6.02 Y-1,26.04,0.0915,0
6.02 Y-1,26.04,0.09175,0
6.02 Y-1,26.04,0.092,0
6.02 Y-1,26.04,0.09225,0
6.02 Y-1,26.04,0.0925,0
6.02 Y-1,26.04,0.09275,0
6.02 Y-1,26.04,0.093,0
6.02 Y-1,26.04,0.09325,0
6.02 Y-1,26.04,0.0935,0
6.02 Y-1,26.04,0.09375,0
6.02 Y-1,26.04,0.094,0
6.02 Y-1,26.04,0.09425,0
6.02 Y-1,26.04,0.0945,0
6.02 Y-1,26.04,0.09475,0
6.02 Y-1,26.04,0.095,0
6.02 Y-1,26.04,0.09525,0
6.02 Y-1,26.04,0.0955,0
6.02 Y-1,26.04,0.09575,0
6.02 Y-1,26.04,0.096,0
6.02 Y-1,26.04,0.09625,0
6.02 Y-1,26.04,0.0965,0
6.02 Y-1,26.04,0.09675,0
6.02 Y-1,26.04,0.097,0
6.02 Y-1,26.04,0.09725,0
6.02 Y-1,26.04,0.0975,0
6.02 Y-1,26.04,0.09775,0
6.02 Y-1,26.04,0.098,0
6.02 Y-1,26.04,0.09825,0
6.02 Y-1,26.04,0.0985,0
6.02 Y-1,26.04,0.09875,0
6.02 Y-1,26.04,0.099,0
6.02 Y-1,26.04,0.09925,0
6.02 Y-1,26.04,0.0995,0
6.02 Y-1,26.04,0.09975,0
6.02 Y-1,26.04,0.1,0
6.02 Y-1,26.04,0.10025,0
5.6 Y-1,36,0.0135,8029.6148
5.6 Y-1,36,0.01375,7892.6237
5.6 Y-1,36,0.014,7727.8308
5.6 Y-1,36,0.01425,7543.2274
5.6 Y-1,36,0.0145,7342.187
5.6 Y-1,36,0.01475,10020.008
5.6 Y-1,36,0.015,9597.4495
5.6 Y-1,36,0.01525,9183.1122
5.6 Y-1,36,0.0155,8779.6598
5.6 Y-1,36,0.01575,8388.4758
5.6 Y-1,36,0.016,8010.3756
5.6 Y-1,36,0.01625,6974.1852
5.6 Y-1,36,0.0165,6043.3477
5.6 Y-1,36,0.01675,5209.3388
5.6 Y-1,36,0.017,4467.1694
5.6 Y-1,36,0.01725,3810.9201
5.6 Y-1,36,0.0175,3232.7281
5.6 Y-1,36,0.01775,2726.8557
5.6 Y-1,36,0.018,2287.9433
5.6 Y-1,36,0.01825,1908.6155
5.6 Y-1,36,0.0185,1583.8933
5.6 Y-1,36,0.01875,1308.5717
5.6 Y-1,36,0.019,1077.9715
5.6 Y-1,36,0.01925,884.40535
5.6 Y-1,36,0.0195,724.90289
5.6 Y-1,36,0.01975,596.54691
5.6 Y-1,36,0.02,495.33218
5.6 Y-1,36,0.02025,417.85181
5.6 Y-1,36,0.0205,362.30523
5.6 Y-1,36,0.02075,322.78467
5.6 Y-1,36,0.021,297.21815
5.6 Y-1,36,0.02125,283.18058
5.6 Y-1,36,0.0215,277.92535
